sc	st	en	id
ScOZjSD_541	2443246	2459741	g676
ScOZjSD_541	2545402	2574273	g677
ScOZjSD_541	2580990	2607303	g678
ScOZjSD_541	2715399	2735343	g679
ScOZjSD_541	2741872	2769736	g680
ScOZjSD_541	2770882	2771286	g681
ScOZjSD_541	2783891	2784229	g682
ScOZjSD_541	2809451	2940898	g683
ScOZjSD_541	2945860	2947795	g684
ScOZjSD_541	2948011	3031502	g685
ScOZjSD_541	3109190	3138867	g686
ScOZjSD_541	3161219	3247266	g687
ScOZjSD_541	3268521	3269143	g688
ScOZjSD_541	3283658	3283864	g689
ScOZjSD_541	3310338	3310598	g690
ScOZjSD_541	3375617	3393292	g691
ScOZjSD_541	3461530	3508396	g692
ScOZjSD_541	3580870	3596039	g693
ScOZjSD_541	3616291	3616617	g694
ScOZjSD_541	3620359	3658741	g695
ScOZjSD_541	3785933	3924568	g696
ScOZjSD_541	4010391	4037033	g697
ScOZjSD_541	4090727	4110942	g698
ScOZjSD_541	4120477	4222687	g699
ScOZjSD_541	4226228	4232417	g700
ScOZjSD_541	4236395	4281927	g701
ScOZjSD_541	4297791	4298033	g702
ScOZjSD_541	4301264	4301935	g703
ScOZjSD_541	4301957	4311652	g704
ScOZjSD_541	4347884	4348636	g705
ScOZjSD_541	4351614	4386373	g706
ScOZjSD_541	4404808	4413802	g707
ScOZjSD_541	4418134	4418409	g708
ScOZjSD_541	4422640	4424694	g709
ScOZjSD_541	4606871	4607857	g710
ScOZjSD_541	4721988	4756247	g711
ScOZjSD_541	4815089	4840060	g712
ScOZjSD_541	4848511	4869420	g713
ScOZjSD_541	4882855	4909057	g714
ScOZjSD_541	4932435	4955547	g715
ScOZjSD_541	5037383	5079549	g716
ScOZjSD_541	5082383	5118140	g717
ScOZjSD_541	5124625	5126340	g718
ScOZjSD_541	5136239	5147262	g719
ScOZjSD_541	5149529	5157213	g720
ScOZjSD_541	5159493	5160971	g721
ScOZjSD_541	5174914	5175268	g722
ScOZjSD_541	5177370	5195922	g723
ScOZjSD_541	5292938	5325775	g724
ScOZjSD_541	5346444	5375011	g725
ScOZjSD_541	5375617	5378286	g726
ScOZjSD_541	5445377	5446429	g727
ScOZjSD_541	5454629	5464452	g728
ScOZjSD_541	5474747	5495587	g729
ScOZjSD_541	5503878	5504120	g730
ScOZjSD_541	5526207	5526977	g731
ScOZjSD_541	5527326	5551251	g732
ScOZjSD_541	5557139	5579047	g733
ScOZjSD_541	5584200	5593707	g734
ScOZjSD_541	5598394	5658018	g735
ScOZjSD_541	5658721	5670336	g736
ScOZjSD_541	5676547	5707369	g737
ScOZjSD_541	5711400	5744971	g738
ScOZjSD_541	5768888	5813131	g739
ScOZjSD_541	5813545	5829293	g740
ScOZjSD_541	5829880	5835695	g741
ScOZjSD_541	5836091	5841119	g742
ScOZjSD_541	5850338	5852966	g743
ScOZjSD_541	5854334	5861687	g744
ScOZjSD_541	5864277	5871458	g745
ScOZjSD_541	5871729	5878123	g746
ScOZjSD_541	5882937	5889290	g747
ScOZjSD_541	5911049	5928098	g748
ScOZjSD_541	5938287	5956083	g749
ScOZjSD_541	5966534	5969018	g750
ScOZjSD_541	5974619	6120191	g751
ScOZjSD_541	6144436	6160634	g752
ScOZjSD_541	6163064	6164042	g753
ScOZjSD_541	6164509	6200273	g754
ScOZjSD_541	6219876	6240077	g755
ScOZjSD_541	6263361	6263648	g756
ScOZjSD_541	6264640	6291840	g757
ScOZjSD_541	6329494	6329721	g758
ScOZjSD_541	6337651	6456201	g759
ScOZjSD_541	6459119	6462801	g760
ScOZjSD_541	6463301	6494340	g761
ScOZjSD_541	6495300	6495626	g762
ScOZjSD_541	6496203	6497239	g763
ScOZjSD_541	6498686	6508925	g764
ScOZjSD_541	6512667	6563418	g765
ScOZjSD_541	6564479	6584362	g766
ScOZjSD_541	6584684	6591127	g767
ScOZjSD_541	6591239	6612200	g768
ScOZjSD_541	6622338	6631853	g769
ScOZjSD_541	6634167	6643670	g770
ScOZjSD_541	6645055	6646762	g771
ScOZjSD_541	6652218	6684264	g772
ScOZjSD_541	6688898	6704911	g773
ScOZjSD_541	6719757	6800788	g774
ScOZjSD_541	6838990	6839280	g775
ScOZjSD_541	6864586	6864891	g776
ScOZjSD_541	6886234	6886506	g777
ScOZjSD_541	6928814	6965253	g778
ScOZjSD_541	7014854	7071317	g779
ScOZjSD_541	7087703	7119356	g780
ScOZjSD_541	7125297	7189537	g781
ScOZjSD_541	7194107	7218946	g782
ScOZjSD_541	7224659	7274277	g783
ScOZjSD_541	7276339	7298177	g784
ScOZjSD_541	7340314	7391967	g785
ScOZjSD_541	7397539	7402384	g786
ScOZjSD_541	7414406	7440258	g787
ScOZjSD_541	7448015	7457277	g788
ScOZjSD_541	7464528	7502184	g789
ScOZjSD_541	7599685	7600383	g790
ScOZjSD_541	7605566	7627555	g791
ScOZjSD_541	7645777	7646025	g792
ScOZjSD_541	7658116	7658391	g793
ScOZjSD_541	7667547	7673423	g794
ScOZjSD_541	7676174	7688927	g795
ScOZjSD_541	7691100	7692104	g796
ScOZjSD_541	7711753	7747873	g797
ScOZjSD_541	7795081	7802067	g798
ScOZjSD_541	7808989	7809999	g799
ScOZjSD_541	7819624	7821108	g800
ScOZjSD_541	7826098	7840968	g801
ScOZjSD_541	7852753	7855105	g802
ScOZjSD_541	7889987	7894333	g803
ScOZjSD_541	7918384	7919291	g804
ScOZjSD_541	7921593	7922084	g805
ScOZjSD_541	7937712	7938256	g806
ScOZjSD_541	7962510	7992100	g807
ScOZjSD_541	8002328	8020275	g808
ScOZjSD_541	8029367	8071037	g809
ScOZjSD_541	8110669	8138730	g810
ScOZjSD_541	8163385	8167271	g811
ScOZjSD_541	8168869	8169357	g812
ScOZjSD_541	8170385	8180441	g813
ScOZjSD_541	8244896	8249816	g814
ScOZjSD_541	8251125	8263422	g815
ScOZjSD_541	8263618	8276036	g816
ScOZjSD_541	8283462	8305670	g817
ScOZjSD_541	8324268	8333749	g818
ScOZjSD_541	8334611	8362303	g819
ScOZjSD_541	8510945	8579525	g820
ScOZjSD_541	8654890	8664471	g821
ScOZjSD_541	8665172	8678630	g822
ScOZjSD_541	8700053	8716387	g823
ScOZjSD_541	8721990	8735999	g824
ScOZjSD_541	8784585	8811452	g825
ScOZjSD_541	8817874	8854480	g826
ScOZjSD_541	8898728	8989321	g827
ScOZjSD_541	8998758	9031640	g828
ScOZjSD_541	9064509	9078787	g829
ScOZjSD_541	9085274	9143852	g830
ScOZjSD_541	9154380	9174085	g831
ScOZjSD_541	9202651	9212648	g832
ScOZjSD_541	9223396	9227041	g833
ScOZjSD_541	9229014	9238774	g834
ScOZjSD_541	9239685	9258480	g835
ScOZjSD_541	9263253	9328412	g836
ScOZjSD_541	9335368	9351851	g837
ScOZjSD_541	9352328	9383997	g838
ScOZjSD_541	9385276	9389502	g839
ScOZjSD_541	9418750	9428818	g840
ScOZjSD_541	9446805	9469435	g841
ScOZjSD_541	9483344	9591848	g842
ScOZjSD_541	9637968	9681634	g843
ScOZjSD_541	9701857	9716842	g844
ScOZjSD_541	9717849	9718070	g845
ScOZjSD_541	9759052	9773218	g846
ScOZjSD_541	9796538	9847706	g847
ScOZjSD_541	9854918	9887797	g848
ScOZjSD_541	9891599	9929030	g849
ScOZjSD_541	9930270	9969840	g850
ScOZjSD_541	10021740	10048195	g851
ScOZjSD_541	10053859	10071465	g852
ScOZjSD_541	10071635	10071922	g853
ScOZjSD_541	10106379	10107275	g854
ScOZjSD_541	10159834	10183918	g855
ScOZjSD_541	10203957	10210491	g856
ScOZjSD_541	10221130	10251196	g857
ScOZjSD_541	10269946	10278976	g858
ScOZjSD_541	10307355	10339223	g859
ScOZjSD_541	10497112	10545622	g860
ScOZjSD_541	10560833	10562111	g861
ScOZjSD_541	10631347	10639063	g862
ScOZjSD_541	10696976	10731661	g863
ScOZjSD_541	10748777	10769397	g864
ScOZjSD_541	10798307	10802198	g865
ScOZjSD_541	10823339	10831049	g866
ScOZjSD_541	10858975	10911251	g867
ScOZjSD_541	10937080	10949722	g868
ScOZjSD_541	10951409	11059148	g869
ScOZjSD_541	11066722	11075095	g870
ScOZjSD_541	11078272	11080966	g871
ScOZjSD_541	11088193	11171638	g872
ScOZjSD_541	11180287	11217024	g873
ScOZjSD_541	11217633	11249278	g874
ScOZjSD_541	11252930	11310994	g875
ScOZjSD_541	11330778	11341670	g876
ScOZjSD_541	11359243	11405419	g877
ScOZjSD_541	11422870	11453903	g878
ScOZjSD_541	11463833	11547999	g879
ScOZjSD_541	11558502	11561180	g880
ScOZjSD_541	11572546	11589181	g881
ScOZjSD_541	11592795	11610526	g882
ScOZjSD_541	11634940	11645686	g883
ScOZjSD_541	11797747	11832220	g884
ScOZjSD_541	11847086	11898731	g885
ScOZjSD_541	11912269	11990653	g886
ScOZjSD_541	12013724	12014038	g887
ScOZjSD_541	12077087	12125169	g888
ScOZjSD_541	12177283	12177576	g889
ScOZjSD_541	12193942	12241112	g890
ScOZjSD_541	12247667	12277105	g891
ScOZjSD_541	12406650	12465988	g892
ScOZjSD_541	12506760	12521565	g893
ScOZjSD_541	12537439	12566179	g894
ScOZjSD_541	12573221	12631573	g895
ScOZjSD_541	12669906	12671009	g896
ScOZjSD_541	12742610	12804406	g897
ScOZjSD_541	12842661	12849462	g898
ScOZjSD_541	12862311	12864188	g899
ScOZjSD_541	12894403	12904787	g900
ScOZjSD_541	12999741	13005241	g901
ScOZjSD_541	13043045	13047680	g902
ScOZjSD_541	13188036	13199654	g903
ScOZjSD_541	13420560	13428003	g904
ScOZjSD_541	13450610	13456317	g905
ScOZjSD_541	13482425	13487304	g906
ScOZjSD_541	13553872	13641327	g907
ScOZjSD_541	13643511	13657468	g908
ScOZjSD_541	13708798	13730026	g909
ScOZjSD_541	13768279	13854190	g910
ScOZjSD_541	13865756	13869440	g911
ScOZjSD_541	13904750	13934039	g912
ScOZjSD_541	13947981	13951973	g913
ScOZjSD_541	13957789	13958070	g914
ScOZjSD_541	13971986	14046854	g915
ScOZjSD_541	14074223	14107555	g916
ScOZjSD_541	14138624	14187012	g917
ScOZjSD_541	14187726	14215182	g918
ScOZjSD_541	14222535	14259736	g919
ScOZjSD_541	14265440	14285638	g920
ScOZjSD_541	14322140	14322358	g921
ScOZjSD_541	14328887	14354079	g922
ScOZjSD_541	14377866	14393771	g923
ScOZjSD_541	14400539	14441416	g924
ScOZjSD_541	14442271	14502368	g925
ScOZjSD_541	14512973	14521621	g926
ScOZjSD_541	14525346	14623773	g927
ScOZjSD_541	14625605	14648962	g928
ScOZjSD_541	14747876	14835341	g929
ScOZjSD_541	14878181	14898863	g930
ScOZjSD_541	15163104	15300068	g931
ScOZjSD_541	15328764	15345948	g932
ScOZjSD_541	15358610	15409258	g933
ScOZjSD_541	15457893	15481294	g934
ScOZjSD_541	15588219	15631363	g935
ScOZjSD_541	15633519	15633770	g936
ScOZjSD_541	15650077	15650403	g937
ScOZjSD_541	15673947	15675521	g938
ScOZjSD_541	15677457	15702938	g939
ScOZjSD_541	15764735	15770374	g940
ScOZjSD_541	15843456	15868520	g941
ScOZjSD_541	15872881	15873387	g942
ScOZjSD_541	15905627	15959580	g943
ScOZjSD_541	15966094	15999909	g944
ScOZjSD_541	16007352	16035986	g945
ScOZjSD_541	16056652	16072851	g946
ScOZjSD_541	16084944	16090768	g947
ScOZjSD_541	16091397	16098680	g948
ScOZjSD_541	16147417	16149831	g949
ScOZjSD_541	16252666	16290006	g950
ScOZjSD_541	16290670	16305889	g951
ScOZjSD_541	16309052	16315695	g952
ScOZjSD_541	16316099	16350779	g953
ScOZjSD_541	16365462	16365665	g954
ScOZjSD_541	16370563	16422647	g955
ScOZjSD_541	16455488	16505768	g956
ScOZjSD_541	16840120	16861066	g957
ScOZjSD_541	16901526	16959808	g958
ScOZjSD_541	16987065	17033875	g959
ScOZjSD_541	17081227	17083257	g960
ScOZjSD_541	17183116	17330857	g961
ScOZjSD_541	17352961	17486397	g962
ScOZjSD_541	17576071	17595053	g963
ScOZjSD_541	17601024	17606305	g964
ScOZjSD_541	17623031	17623366	g965
ScOZjSD_541	17659194	17672305	g966
ScOZjSD_541	17705997	17797731	g967
ScOZjSD_541	17798577	17837195	g968
ScOZjSD_541	17837975	17852980	g969
ScOZjSD_541	17857998	17860941	g970
ScOZjSD_541	17863513	17895698	g971
ScOZjSD_541	17897318	17949869	g972
ScOZjSD_541	17951382	17962201	g973
ScOZjSD_541	17987004	17991675	g974
ScOZjSD_541	17992212	17999219	g975
ScOZjSD_541	18006661	18008724	g976
ScOZjSD_541	18014741	18054844	g977
ScOZjSD_541	18068176	18203099	g978
ScOZjSD_541	18210414	18213096	g979
ScOZjSD_541	18216463	18217062	g980
ScOZjSD_541	18218174	18268282	g981
ScOZjSD_541	18276066	18277223	g982
ScOZjSD_541	18278794	18332289	g983
ScOZjSD_541	18348467	18351055	g984
ScOZjSD_541	18360374	18376013	g985
ScOZjSD_541	18380879	18404896	g986
ScOZjSD_541	18407756	18431564	g987
ScOZjSD_541	18459661	18461970	g988
ScOZjSD_541	18501709	18511624	g989
ScOZjSD_541	18523319	18616598	g990
ScOZjSD_541	18617242	18617652	g991
ScOZjSD_541	18619815	18804851	g992
ScOZjSD_541	18811972	18829878	g993
ScOZjSD_541	18830165	18941378	g994
ScOZjSD_541	18944436	18953605	g995
ScOZjSD_541	18984879	18991471	g996
ScOZjSD_541	19005750	19042456	g997
ScOZjSD_541	19044991	19080541	g998
ScOZjSD_541	19081660	19116188	g999
ScOZjSD_541	19150390	19162192	g1000
ScOZjSD_541	19167784	19189369	g1001
ScOZjSD_541	19198724	19217891	g1002
ScOZjSD_541	19225276	19244046	g1003
ScOZjSD_541	19245347	19246165	g1004
ScOZjSD_541	19249395	19283104	g1005
ScOZjSD_541	19292290	19316949	g1006
ScOZjSD_541	19322750	19421075	g1007
ScOZjSD_541	19432759	19501416	g1008
ScOZjSD_541	19501477	19501716	g1009
ScOZjSD_541	19501733	19502023	g1010
ScOZjSD_541	19509295	19512444	g1011
ScOZjSD_541	19516459	19563907	g1012
ScOZjSD_541	19568382	19583491	g1013
ScOZjSD_541	19615055	19680103	g1014
ScOZjSD_541	19692855	19788280	g1015
ScOZjSD_541	19792258	19815219	g1016
ScOZjSD_541	19821334	19825998	g1017
ScOZjSD_541	19843861	19844319	g1018
ScOZjSD_541	19845403	19849892	g1019
ScOZjSD_541	19865378	19885232	g1020
ScOZjSD_541	19917687	20004283	g1021
ScOZjSD_541	20013343	20024278	g1022
ScOZjSD_541	20034805	20035992	g1023
ScOZjSD_541	20055112	20075842	g1024
ScOZjSD_541	20079884	20097067	g1025
ScOZjSD_541	20100404	20134268	g1026
ScOZjSD_541	20137996	20158828	g1027
ScOZjSD_541	20159024	20163704	g1028
ScOZjSD_541	20166168	20183954	g1029
ScOZjSD_541	20188591	20199874	g1030
ScOZjSD_541	20211825	20219347	g1031
ScOZjSD_541	20225245	20236942	g1032
ScOZjSD_541	20246955	20252173	g1033
ScOZjSD_541	20253850	20254642	g1034
ScOZjSD_541	20264119	20289446	g1035
ScOZjSD_541	20301853	20308617	g1036
ScOZjSD_541	20312469	20320853	g1037
ScOZjSD_541	20334204	20342889	g1038
ScOZjSD_541	20355193	20370765	g1039
ScOZjSD_541	20392602	20436549	g1040
ScOZjSD_541	20446682	20474997	g1041
ScOZjSD_541	20476976	20478169	g1042
ScOZjSD_541	20481318	20482985	g1043
ScOZjSD_541	20489227	20491374	g1044
ScOZjSD_541	20492319	20502104	g1045
ScOZjSD_541	20503769	20507078	g1046
ScOZjSD_541	20509788	20516984	g1047
ScOZjSD_541	20519401	20526241	g1048
ScOZjSD_541	20527364	20531456	g1049
ScOZjSD_541	20534192	20547445	g1050
ScOZjSD_541	20548189	20551463	g1051
ScOZjSD_541	20551657	20570594	g1052
ScOZjSD_541	20570899	20587557	g1053
ScOZjSD_541	20594246	20598138	g1054
ScOZjSD_541	20598291	20601806	g1055
ScOZjSD_541	20602806	20638133	g1056
ScOZjSD_541	20638315	20692978	g1057
ScOZjSD_541	20696200	20696955	g1058
ScOZjSD_541	20700747	20711581	g1059
ScOZjSD_541	20744521	20749100	g1060
ScOZjSD_541	20750733	20766060	g1061
ScOZjSD_541	20766322	20766933	g1062
ScOZjSD_541	20787344	20791753	g1063
ScOZjSD_541	20792563	20793291	g1064
ScOZjSD_541	20834614	20842052	g1065
ScOZjSD_541	20852160	20906843	g1066
ScOZjSD_541	20912670	20925027	g1067
ScOZjSD_541	20925626	20927674	g1068
ScOZjSD_541	20928402	20930021	g1069
ScOZjSD_541	20930500	20934557	g1070
ScOZjSD_541	20935948	20936610	g1071
ScOZjSD_541	20943734	20952606	g1072
ScOZjSD_541	20992697	21048321	g1073
ScOZjSD_541	21053998	21064835	g1074
ScOZjSD_541	21065110	21071594	g1075
ScOZjSD_541	21077851	21078753	g1076
ScOZjSD_541	21084256	21103730	g1077
ScOZjSD_541	21105835	21118800	g1078
ScOZjSD_541	21119511	21120830	g1079
ScOZjSD_541	21152490	21154099	g1080
ScOZjSD_541	21156442	21158048	g1081
ScOZjSD_541	21160567	21186461	g1082
ScOZjSD_541	21191300	21216029	g1083
ScOZjSD_541	21229023	21230645	g1084
ScOZjSD_541	21233966	21273316	g1085
ScOZjSD_541	21280097	21345060	g1086
ScOZjSD_541	21345623	21354187	g1087
ScOZjSD_541	21364950	21375930	g1088
ScOZjSD_541	21378159	21378545	g1089
ScOZjSD_541	21382036	21388526	g1090
ScOZjSD_541	21390282	21421760	g1091
ScOZjSD_541	21427238	21435564	g1092
ScOZjSD_541	21437029	21472025	g1093
ScOZjSD_541	21475673	21485758	g1094
ScOZjSD_541	21490927	21517992	g1095
ScOZjSD_541	21564290	21574809	g1096
ScOZjSD_541	21598757	21612503	g1097
ScOZjSD_541	21621541	21621759	g1098
ScOZjSD_541	21637453	21647948	g1099
ScOZjSD_541	21661788	21662297	g1100
ScOZjSD_541	21662412	21662648	g1101
ScOZjSD_541	21679003	21679359	g1102
ScOZjSD_541	21710983	21736943	g1103
ScOZjSD_541	21752116	21752637	g1104
ScOZjSD_541	21760698	21767263	g1105
ScOZjSD_541	21793011	21859377	g1106
ScOZjSD_541	21865692	21929727	g1107
ScOZjSD_541	21975282	21975875	g1108
ScOZjSD_541	21989731	22024253	g1109
ScOZjSD_541	22043765	22052025	g1110
ScOZjSD_541	22055682	22061189	g1111
ScOZjSD_541	22066960	22101052	g1112
ScOZjSD_541	22111373	22198206	g1113
ScOZjSD_541	22199826	22201152	g1114
ScOZjSD_541	22201429	22209381	g1115
ScOZjSD_541	22209675	22211089	g1116
ScOZjSD_541	22214109	22219028	g1117
ScOZjSD_541	22220015	22220898	g1118
ScOZjSD_541	22226394	22250053	g1119
ScOZjSD_541	22275686	22289514	g1120
ScOZjSD_541	22294523	22385638	g1121
ScOZjSD_541	22420038	22490197	g1122
ScOZjSD_541	22521333	22531085	g1123
ScOZjSD_541	22551504	22566814	g1124
ScOZjSD_541	22571132	22634121	g1125
ScOZjSD_541	22637159	22645827	g1126
ScOZjSD_541	22647380	22662281	g1127
ScOZjSD_541	22663956	22701866	g1128
ScOZjSD_541	22704800	22708699	g1129
ScOZjSD_541	22713453	22715856	g1130
ScOZjSD_541	22720744	22737681	g1131
ScOZjSD_541	22746724	22748316	g1132
ScOZjSD_541	22778583	22787034	g1133
ScOZjSD_541	22794075	22818171	g1134
ScOZjSD_541	22862173	22881280	g1135
ScOZjSD_541	22900077	22941669	g1136
ScOZjSD_541	22949877	22955842	g1137
ScOZjSD_541	22975602	22978836	g1138
ScOZjSD_541	22979043	22984230	g1139
ScOZjSD_541	22998344	23009670	g1140
ScOZjSD_541	23012067	23021297	g1141
ScOZjSD_541	23025942	23029177	g1142
ScOZjSD_541	23040076	23089590	g1143
ScOZjSD_541	23094358	23101197	g1144
ScOZjSD_541	23105429	23129262	g1145
ScOZjSD_541	23129432	23130048	g1146
ScOZjSD_541	23162836	23206715	g1147
ScOZjSD_541	23221414	23251651	g1148
ScOZjSD_541	23271672	23309465	g1149
ScOZjSD_541	23344331	23368057	g1150
ScOZjSD_541	23404966	23410865	g1151
ScOZjSD_541	23425513	23462666	g1152
ScOZjSD_541	23473294	23476119	g1153
ScOZjSD_541	23514761	23515495	g1154
ScOZjSD_541	23606147	23632429	g1155
ScOZjSD_541	23648834	23681758	g1156
ScOZjSD_541	23721369	23744268	g1157
ScOZjSD_541	23869315	23870106	g1158
ScOZjSD_541	23911088	23913031	g1159
ScOZjSD_541	23937116	23986699	g1160
ScOZjSD_541	23998053	23998640	g1161
ScOZjSD_541	24016856	24027462	g1162
ScOZjSD_541	24035609	24040495	g1163
ScOZjSD_541	24048067	24156312	g1164
ScOZjSD_541	24222921	24224765	g1165
ScOZjSD_541	24293146	24361085	g1166
ScOZjSD_541	24361965	24404511	g1167
ScOZjSD_541	24431295	24447084	g1168
ScOZjSD_541	24494402	24555583	g1169
ScOZjSD_541	24670925	24700042	g1170
ScOZjSD_541	24850612	24851061	g1171
ScOZjSD_541	25007260	25046120	g1172
ScOZjSD_541	25092490	25114323	g1173
ScOZjSD_541	25185056	25185469	g1174
ScOZjSD_541	25355768	25356004	g1175
ScOZjSD_541	25439716	25463642	g1176
ScOZjSD_541	26005384	26075670	g1177
ScOZjSD_541	26142661	26182422	g1178
ScOZjSD_541	26651095	26704596	g1179
ScOZjSD_541	26719582	26805577	g1180
ScOZjSD_541	26833862	26896878	g1181
ScOZjSD_541	26927374	26971198	g1182
ScOZjSD_541	27003662	27015145	g1183
ScOZjSD_541	27685340	27726815	g1184
ScOZjSD_541	27858507	27974924	g1185
ScOZjSD_541	28000523	28004095	g1186
ScOZjSD_541	28047151	28123788	g1187
ScOZjSD_541	28320278	28367142	g1188
ScOZjSD_541	28560167	28675709	g1189
ScOZjSD_541	28738588	28738824	g1190
ScOZjSD_541	28820795	28848772	g1191
ScOZjSD_541	28857410	28874092	g1192
ScOZjSD_541	28916106	28942861	g1193
ScOZjSD_541	29146739	29146999	g1194
ScOZjSD_541	29201245	29201544	g1195
ScOZjSD_541	29201571	29222916	g1196
ScOZjSD_541	29228407	29288305	g1197
ScOZjSD_541	29301586	29329497	g1198
ScOZjSD_541	29339010	29351060	g1199
ScOZjSD_541	29400458	29460765	g1200
ScOZjSD_541	29462245	29465247	g1201
ScOZjSD_541	29468621	29485785	g1202
ScOZjSD_541	29488568	29488777	g1203
ScOZjSD_541	29517703	29525052	g1204
ScOZjSD_541	29569390	29573074	g1205
ScOZjSD_541	29573945	29581097	g1206
ScOZjSD_541	29583254	29611155	g1207
ScOZjSD_541	29638960	29639178	g1208
ScOZjSD_541	29651044	29690875	g1209
ScOZjSD_541	29695121	29709244	g1210
ScOZjSD_541	29738936	29760847	g1211
ScOZjSD_541	29767095	29778649	g1212
ScOZjSD_541	29779937	29781682	g1213
ScOZjSD_541	29791652	29792116	g1214
ScOZjSD_541	29803323	29860733	g1215
ScOZjSD_541	29875794	29876087	g1216
ScOZjSD_541	29916541	29986556	g1217
ScOZjSD_541	29989692	30006614	g1218
ScOZjSD_541	30011212	30029420	g1219
ScOZjSD_541	30038866	30061140	g1220
ScOZjSD_541	30065589	30072528	g1221
ScOZjSD_541	30072805	30138609	g1222
ScOZjSD_541	30159386	30177479	g1223
ScOZjSD_541	30197011	30202516	g1224
ScOZjSD_541	30204498	30210959	g1225
ScOZjSD_541	30212801	30224547	g1226
ScOZjSD_541	30226625	30244327	g1227
ScOZjSD_541	30256566	30258070	g1228
ScOZjSD_541	30281657	30287470	g1229
ScOZjSD_541	30313871	30318059	g1230
ScOZjSD_541	30333306	30334621	g1231
ScOZjSD_541	30357354	30374832	g1232
ScOZjSD_541	30377942	30427370	g1233
ScOZjSD_541	30434981	30439101	g1234
ScOZjSD_541	30456784	30473564	g1235
ScOZjSD_541	30478570	30508908	g1236
ScOZjSD_541	30509022	30509483	g1237
ScOZjSD_541	30522539	30584560	g1238
ScOZjSD_541	30602145	30622664	g1239
ScOZjSD_541	30640105	30649196	g1240
ScOZjSD_541	30668375	30701840	g1241
ScOZjSD_541	30709974	30715756	g1242
ScOZjSD_541	30716469	30758958	g1243
ScOZjSD_541	30776434	30838334	g1244
ScOZjSD_541	30843738	30851438	g1245
ScOZjSD_541	30872948	30912650	g1246
ScOZjSD_541	30919468	30946538	g1247
ScOZjSD_541	30951325	30971054	g1248
ScOZjSD_541	30971457	30998597	g1249
ScOZjSD_541	31002183	31043642	g1250
ScOZjSD_541	31049600	31053303	g1251
ScOZjSD_541	31059690	31113678	g1252
ScOZjSD_541	31166585	31193273	g1253
ScOZjSD_541	31237760	31248055	g1254
ScOZjSD_541	31304771	31314223	g1255
ScOZjSD_541	31347424	31356329	g1256
ScOZjSD_541	31386230	31493136	g1257
ScOZjSD_541	31506166	31506573	g1258
ScOZjSD_541	31506913	31517304	g1259
ScOZjSD_541	31527695	31578788	g1260
ScOZjSD_541	31579089	31604956	g1261
ScOZjSD_541	31629410	31702739	g1262
ScOZjSD_541	31710315	31736283	g1263
ScOZjSD_541	31780724	31840341	g1264
ScOZjSD_541	31860426	31860659	g1265
ScOZjSD_541	31938249	31993296	g1266
ScOZjSD_541	32029912	32040088	g1267
ScOZjSD_541	32100964	32101212	g1268
ScOZjSD_541	32101312	32101614	g1269
ScOZjSD_541	32142571	32154587	g1270
ScOZjSD_541	32184550	32198519	g1271
ScOZjSD_541	32250153	32250368	g1272
ScOZjSD_541	32257320	32266896	g1273
ScOZjSD_541	32289695	32300808	g1274
ScOZjSD_541	32309352	32332426	g1275
ScOZjSD_541	32373879	32392738	g1276
ScOZjSD_541	32422816	32437859	g1277
ScOZjSD_541	32518204	32634635	g1278
ScOZjSD_541	32730831	32824132	g1279
ScOZjSD_541	32828577	32870316	g1280
ScOZjSD_541	32898912	32963565	g1281
ScOZjSD_541	32995959	33017342	g1282
ScOZjSD_541	33021962	33054812	g1283
ScOZjSD_541	33084577	33141233	g1284
ScOZjSD_541	33179378	33185517	g1285
ScOZjSD_541	33199579	33268123	g1286
ScOZjSD_541	33299803	33301974	g1287
ScOZjSD_541	33314210	33347158	g1288
ScOZjSD_541	33347829	33348101	g1289
ScOZjSD_541	33348771	33372211	g1290
ScOZjSD_541	33375339	33380307	g1291
ScOZjSD_541	33405033	33478817	g1292
ScOZjSD_541	33511070	33511465	g1293
ScOZjSD_541	33515286	33532249	g1294
ScOZjSD_541	33554423	33560597	g1295
ScOZjSD_541	33560925	33572571	g1296
ScOZjSD_541	33594292	33606573	g1297
ScOZjSD_541	33711883	33725597	g1298
ScOZjSD_541	33735643	33745278	g1299
ScOZjSD_541	33783017	33844317	g1300
ScOZjSD_541	33860437	33863126	g1301
ScOZjSD_541	33863268	33942316	g1302
ScOZjSD_541	33952101	34000432	g1303
ScOZjSD_541	34100640	34194784	g1304
ScOZjSD_541	34206025	34206354	g1305
ScOZjSD_541	34227203	34249109	g1306
ScOZjSD_541	34249531	34327901	g1307
ScOZjSD_541	34364638	34365204	g1308
ScOZjSD_541	34462059	34537518	g1309
ScOZjSD_541	34599180	34625822	g1310
ScOZjSD_541	34646977	34705892	g1311
ScOZjSD_541	34748815	34776971	g1312
ScOZjSD_541	34782855	34819499	g1313
ScOZjSD_541	34865271	34895162	g1314
ScOZjSD_541	34896821	34911336	g1315
ScOZjSD_541	34946484	34981253	g1316
